int,int,string,int,float,int,int,float,float,float,int,int,int,int,float,float,float,float,float,float,float,float,float,float,float,float,float,float
4718,0,"WORLD\EXPANSION04\DOODADS\JINYU\TUSKARRSPEAR_FISHSKEWER.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4719,0,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SAP_EXTRACT_FULL.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.651178,2.767760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4720,0,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SAP_EXTRACT_EMP.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.651178,1.879528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4726,12288,"CREATURE\BUBBLE_CREATURE\BUBBLE_CREATURE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2390,0.611112,2.031280,0.000000,-4.216832,-4.216832,-4.216832,4.216832,4.216832,4.216832,1.000000,1.000000,0.000000,0.000000,0.000000
4727,0,"CREATURE\MANTID\MANTID.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4151,0.611112,2.031280,-0.012838,-1.096187,-0.973142,-0.000996,0.857804,1.046590,3.089322,1.000000,1.000000,0.000000,0.000000,0.000000
4729,12315,"CREATURE\ROCKETMOUNT3\ROCKETMOUNT3.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.575688,-1.516600,-0.876278,0.185626,1.685147,0.926877,2.234386,1.000000,1.000000,0.000000,0.000000,0.000000
4730,12291,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\OILDRUMS\OILDRUM03.M2",0,1.000000,0,0,18.000000,12.000000,1.000000,0,0,0,2606,3.139000,2.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4731,12299,"WORLD\EXPANSION03\DOODADS\GENERIC\CLICKABLE_BOX.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2844,0.611200,2.031000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4734,4099,"CREATURE\FIREFLY\FIREFLYGREEN.M2",1,1.000000,2,4,0.000000,0.000000,0.000000,0,0,0,2297,0.611112,2.031280,2.834060,-2.525704,-3.537430,1.029646,2.412670,3.384172,6.908318,1.000000,2.000000,0.000000,0.000000,0.000000
4736,0,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_TILE_LIGHTNING.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.555556,0.022848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4737,8192,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BRAZIER_UNLIT.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2657,4.085990,3.581740,0.000000,-2.124322,-2.124322,-0.013076,2.124322,2.124322,3.638776,1.000000,1.000000,0.000000,0.000000,0.000000
4738,8192,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BRAZIER.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2657,4.085990,3.581740,0.000000,-4.858933,-4.858933,-3.847412,4.858933,4.858933,5.870454,1.000000,1.000000,0.000000,0.000000,0.000000
4739,8192,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BRAZIER.M2",0,0.500000,3,4,18.000000,12.000000,1.000000,0,0,0,2657,4.085990,3.581740,0.000000,-4.858933,-4.858933,-3.847412,4.858933,4.858933,5.870454,1.000000,1.000000,0.000000,0.000000,0.000000
4740,4096,"CREATURE\SABERWORG\SPECTRALSABERWORG.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3015,0.611200,2.031000,1.743180,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4741,12288,"WORLD\EXPANSION04\DOODADS\PANDAREN\CLOUDSERPENTEGG\PA_CLOUDSERPENT_EGG_GOLD.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,1.146107,1.571908,0.000000,-0.542475,-0.526916,-0.001679,0.540303,0.549057,1.425869,1.000000,1.000000,0.000000,0.000000,0.000000
4742,12288,"WORLD\EXPANSION04\DOODADS\PANDAREN\CLOUDSERPENTEGG\PA_CLOUDSERPENT_EGG_GREEN.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,1.146107,1.571908,0.000000,-0.542475,-0.526916,-0.001679,0.540303,0.549057,1.425869,1.000000,1.000000,0.000000,0.000000,0.000000
4743,12288,"WORLD\EXPANSION04\DOODADS\PANDAREN\CLOUDSERPENTEGG\PA_CLOUDSERPENT_EGG_BLUE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2845,1.146107,1.571908,0.000000,-0.542475,-0.526916,-0.001679,0.540303,0.549057,1.425869,1.000000,1.000000,0.000000,0.000000,0.000000
4744,0,"CREATURE\SPELLS\CREATURE_ARCANEPOWER_STATE_CHEST.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,-4.971565,-4.861360,-4.853104,4.769651,4.879862,4.888113,1.000000,1.000000,0.000000,0.000000,0.000000
4747,0,"CREATURE\JAINA\JAINA2.M2",0,1.000000,3,4,12.000000,10.000000,1.000000,0,0,0,0,0.611112,2.031280,1.002640,-0.228503,-0.340673,-0.000625,0.260980,0.351118,1.897873,1.000000,1.000000,0.000000,0.000000,0.000000
4748,3,"CREATURE\SHAMEDIUM\SHAMEDIUM02.M2",1,1.000000,4,0,18.000000,12.000000,1.000000,0,0,0,4171,0.611112,2.031280,0.000000,-0.840845,-1.675394,0.251379,1.742877,1.699277,4.921566,1.000000,1.000000,0.000000,0.000000,0.000000
4749,12288,"CREATURE\RINGWORM\RINGWORM.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3205,0.611112,2.031280,0.000000,-3.990919,-1.671837,-0.998060,3.083440,1.796351,4.067264,1.000000,1.000000,0.000000,0.000000,0.000000
4750,0,"CREATURE\PANDARENFEMALEKID\LILI.M2",0,1.000000,1,1,7.000000,6.000000,1.000000,0,0,0,4229,0.611112,2.031280,0.000000,-0.441762,-0.463103,0.012050,0.254777,0.462810,1.444261,1.000000,1.000000,0.000000,0.000000,0.000000
4751,4129,"CREATURE\MANTIDTANK\MANTIDTANK.M2",2,1.000000,2,8,18.000000,12.000000,1.000000,0,0,0,4152,0.611112,2.031280,0.000000,-4.287975,-4.065543,-0.003254,4.372341,4.158259,8.181499,1.000000,1.000000,15.000000,5.000000,5.000000
4752,0,"CREATURE\MANTID\MANTID_LOW01.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4151,0.611112,2.031280,-0.012838,-0.861033,-0.664187,-0.000996,0.692150,0.696487,2.786069,1.000000,1.000000,3.000000,0.000000,0.000000
4754,12315,"CREATURE\ROCKETMOUNT4\ROCKETMOUNT4.M2",0,1.000000,3,0,18.000000,12.000000,1.000000,0,0,0,2579,0.611112,2.031280,0.082100,-3.905598,-1.324702,-0.159043,2.958493,1.313753,2.411350,1.000000,1.000000,0.000000,0.000000,0.000000
4755,0,"CREATURE\MANTID\MANTID_LOW01.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4151,0.611112,2.031280,-0.012838,-0.861033,-0.664187,-0.000996,0.692150,0.696487,2.786069,1.000000,1.000000,0.000000,0.000000,0.000000
4756,4129,"CREATURE\MANTIDTANK\MANTIDTANK_LOW01.M2",0,1.000000,2,8,18.000000,12.000000,1.000000,0,0,0,4152,0.611112,2.031280,0.000000,-4.287975,-4.065544,0.051765,4.352874,4.148983,8.181499,1.000000,1.000000,0.000000,0.000000,0.000000
4757,0,"CREATURE\CELESTIALHUMAN\CELESTIALHUMAN.M2",1,1.000000,1,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,1.036183,-2.012730,-1.919257,-0.787446,1.812881,1.906353,3.050815,1.000000,1.000000,0.000000,0.000000,0.000000
4758,12288,"CREATURE\CELESTIALSERPENT\CELESTIALSERPENT.M2",2,1.000000,3,5,18.000000,12.000000,2.000000,0,0,0,4101,0.611112,2.031280,0.000000,-9.124840,-6.441413,-2.746536,6.966221,5.688228,8.552454,0.400000,4.000000,0.000000,0.000000,0.000000
4759,12288,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\CLOUDS\VFW_CLOUDS01.M2",4,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4760,8192,"CREATURE\CHENSTORMSTOUT\CHENSTORMSTOUT.M2",1,1.000000,1,1,18.000000,12.000000,1.000000,0,0,0,4180,0.611112,2.031280,0.000000,-0.864586,-1.019444,-0.002322,0.413579,0.940355,2.632638,1.000000,1.000000,0.000000,0.000000,0.000000
4761,0,"CREATURE\JEWELEDGNOME\JEWELEDGNOME.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2600,0.611112,2.031280,0.410099,-0.259919,-0.382034,-0.002125,0.165722,0.388049,1.020944,1.000000,1.000000,0.000000,0.000000,0.000000
4762,1,"WORLD\KALIMDOR\THOUSANDNEEDLES\PASSIVEDOODADS\RACINGFLAGS\RACINGFLAG01_ANIMATED_02.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.696974,9.903570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4763,8192,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_CANNON.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2657,3.852340,2.485701,0.000000,-2.548836,-1.283603,-0.001548,1.587501,1.281358,2.910843,1.000000,1.000000,0.000000,0.000000,0.000000
4764,12288,"WORLD\GOOBER\G_BOMB_01.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2994,0.000000,0.000000,0.000000,-0.243129,-0.223422,-0.023603,0.248237,0.286076,0.601253,1.000000,1.000000,0.000000,0.000000,0.000000
4765,12288,"WORLD\GOOBER\G_BOMB_03.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2994,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4766,12288,"CREATURE\PA_KITES\PA_KITE_02_CREATURE.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2963,0.611112,2.031280,0.000000,-14.249327,-4.836872,10.953170,0.906483,5.825404,21.273874,1.000000,1.000000,0.000000,0.000000,0.000000
4767,0,"CREATURE\MOGU\MOGU.M2",0,1.000000,1,6,18.000000,12.000000,1.000000,0,0,0,4084,0.611112,2.031280,1.375894,-1.286087,-1.039525,0.002602,0.724733,0.860822,2.829808,1.500000,1.000000,0.000000,0.000000,0.000000
4768,0,"CREATURE\SHIVAN\SHIVAN.M2",1,1.000000,2,7,18.000000,12.000000,1.000000,0,0,0,4289,0.611112,2.031280,0.000000,-0.807094,-2.715202,-0.004215,1.692165,2.492914,5.313182,1.000000,1.000000,0.000000,0.000000,0.000000
4769,0,"CREATURE\MOGU\MOGU.M2",0,1.000000,1,5,18.000000,12.000000,1.000000,0,2,12,4084,0.611112,2.031280,1.375894,-1.286087,-1.039525,0.002602,0.724733,0.860822,2.829808,1.000000,1.000000,0.000000,0.000000,0.000000
4770,4129,"CREATURE\MANTIDTANK\MANTIDTANK.M2",2,1.000000,2,8,18.000000,12.000000,1.000000,0,0,0,4152,0.611112,2.031280,0.000000,-4.287975,-4.065543,-0.003254,4.372341,4.158259,8.181499,1.000000,1.000000,0.000000,0.000000,0.000000
4771,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\MUGS\PA_MUG_BAMBOO_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4773,12299,"CREATURE\PANDARENPHOENIXMOUNT\PANDARENPHOENIXMOUNT.M2",3,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4256,0.611112,2.031280,1.531495,-5.044560,-4.627330,-0.081712,2.059949,4.723166,5.681092,0.600000,1.000000,0.000000,0.000000,0.000000
4774,4096,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_01BROKEN_PIECE03.M2",0,1.000000,1,7,18.000000,12.000000,1.000000,0,0,0,4086,0.689119,0.484214,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4775,4096,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_LAMPPOST_STONE_OFF_01.M2",0,1.000000,1,7,18.000000,12.000000,1.000000,0,0,0,4086,3.840930,7.131091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4776,3,"CREATURE\SHAMEDIUM\SHAMEDIUM03.M2",1,1.000000,4,0,18.000000,12.000000,1.000000,0,0,0,4171,0.611112,2.031280,0.000000,-1.070731,-2.095375,0.251379,1.882978,1.885727,4.396359,1.000000,1.000000,0.000000,0.000000,0.000000
4777,0,"WORLD\EXPANSION03\DOODADS\FIRELANDS\GLOBEOFAZEROTH\GLOBEOFAZEROTH.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,-1.011821,-0.993398,-0.966057,0.999972,1.022371,0.992887,1.000000,1.000000,0.000000,0.000000,0.000000
4778,0,"CREATURE\TURNIPPET\TURNIPPET.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,4300,0.611112,2.031280,0.000000,-10.720133,-16.271955,2.041803,15.448236,16.690922,70.238586,1.000000,1.000000,0.000000,0.000000,0.000000
4779,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_ENIGMASEED01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4780,12291,"WORLD\SKILLACTIVATED\TRADESKILLNODES\BUSH_JADETEALEAF.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,267,0.000000,0.000000,0.000000,-0.700547,-0.804967,-0.280823,1.094589,0.892378,1.339335,1.000000,1.000000,0.000000,0.000000,0.000000
4781,12355,"CREATURE\SPELLS\TURTLE_ZONE_WIND.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2357,0.000000,0.000000,0.000000,-18.781778,-18.781778,-3.634786,18.781778,18.781778,21.747030,1.000000,1.000000,0.000000,0.000000,0.000000
4782,12288,"CREATURE\CATACLYSMCROCODILE\CATACLYSMCROCODILE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,3109,0.611112,2.031280,0.000000,-6.296629,-3.143956,-0.341869,3.505502,3.316845,1.940336,1.000000,1.000000,0.000000,0.000000,0.000000
4783,12288,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_NORTHGATE_DOOR_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,2.984721,51.069698,0.000000,-4.368212,-13.421102,-0.026776,2.341697,13.516113,51.305614,1.000000,1.000000,0.000000,0.000000,0.000000
4784,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\CAGE\PA_CAGE_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.148817,1.446354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4785,0,"WORLD\EXPANSION02\DOODADS\GENERIC\ARGENTCRUSADE\BANNERS\TOURNAMENT_BANNER_HUMAN02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.517200,5.966000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4786,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_SNAKEROOT01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.560376,1.955169,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4787,0,"CREATURE\FLYINGBOOK\FLYINGBOOK_02.M2",0,1.000000,3,4,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,-0.158478,-0.279256,-0.134424,0.165786,0.263003,0.159590,1.000000,1.000000,0.000000,0.000000,0.000000
4788,4096,"CREATURE\QUILIN\QUILIN.M2",0,1.000000,1,7,18.000000,12.000000,1.000000,0,0,0,4086,0.611112,2.031280,1.448125,-1.875814,-0.545239,-0.067016,0.926150,0.617317,2.073515,1.000000,1.000000,0.000000,0.000000,0.000000
4789,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_MAGEBULB01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,-1.521994,-1.996371,-0.154477,0.805570,2.071973,4.055536,1.000000,1.000000,0.000000,0.000000,0.000000
4790,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_WINDSHEARCACTUS01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,-0.747231,-1.117956,-0.013290,0.689882,1.045392,2.448228,1.000000,1.000000,0.000000,0.000000,0.000000
4791,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_RAPTORLEAF01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4793,0,"CREATURE\MANTID\MANTID_LOW03.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4151,0.611112,2.031280,-0.012838,-0.864761,-0.652545,-0.000152,0.692149,0.686158,2.781901,1.000000,1.000000,0.000000,0.000000,0.000000
4794,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\PLAYERFARM\PA_FARM_BELLSOFHARMONY01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4795,12288,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_RUNES_RED.M2",0,1.000000,4,4,18.000000,12.000000,1.000000,0,0,0,2881,0.000000,0.000000,0.000000,-1.962889,-2.080592,-0.106697,2.182274,2.063145,2.577193,1.000000,1.000000,0.000000,0.000000,0.000000
4796,0,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\FARMCROPS\V4W_FARMCROPS_36.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4797,0,"CREATURE\DRAGONTURTLE\DRAGONTURTLE.M2",1,1.000000,1,6,18.000000,12.000000,1.000000,0,0,0,4087,0.611112,2.031280,1.718876,-2.865253,-0.954861,-0.034490,1.154114,0.954861,1.389782,1.000000,1.000000,0.000000,0.000000,0.000000
4798,4096,"CREATURE\DRAGONTURTLE\DRAGONTURTLEEPIC.M2",1,1.000000,1,6,18.000000,12.000000,1.000000,0,0,0,4087,0.611112,2.031280,1.718876,-2.865254,-1.045714,-0.034491,1.154115,1.042794,1.574784,1.000000,1.000000,0.000000,0.000000,0.000000
4799,12288,"CREATURE\PA_KITES\PA_KITE_03_CREATURE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2540,0.611112,2.031280,0.000000,-14.025970,-6.129632,11.038156,2.308005,6.553688,20.622896,1.000000,1.000000,0.000000,0.000000,0.000000
4800,12288,"CREATURE\PA_KITES\PA_KITE_02_CREATURE.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2540,0.611112,2.031280,0.000000,-14.249327,-4.836872,10.953170,0.906483,5.825404,21.273874,1.000000,1.000000,0.000000,0.000000,0.000000
4801,0,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\FARMCROPS\V4W_FARMCROPS_23.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.653338,0.865552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4802,0,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\FARMCROPS\V4W_FARMCROPS_28.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.598744,0.808593,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4803,0,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\FARMCROPS\V4W_FARMCROPS_27.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.470872,0.899536,0.000000,-0.845121,-0.603249,-0.141430,1.256903,0.517179,0.963596,1.000000,1.000000,0.000000,0.000000,0.000000
4804,4096,"CREATURE\GOAT\GOATMOUNT.M2",1,1.000000,1,6,9.000000,6.000000,1.000000,0,0,0,4104,0.611112,2.031280,2.188498,-1.294699,-1.063226,0.016431,1.989065,1.099127,3.407872,1.000000,1.000000,0.000000,0.000000,0.000000
4805,12291,"CREATURE\CLOUDMOUNT\CLOUDMOUNT.M2",0,2.000000,3,4,18.000000,12.000000,1.000000,0,0,0,4263,0.611112,2.031280,0.950304,-0.399985,-0.387674,0.915663,0.399985,0.387674,1.036387,1.000000,1.000000,0.000000,0.000000,0.000000
4806,0,"CREATURE\MANTID\MANTID_LOW03.M2",1,1.000000,3,5,18.000000,12.000000,1.000000,0,0,0,4151,0.611112,2.031280,-0.012838,-0.864761,-0.652545,-0.000152,0.692149,0.686158,2.781901,1.000000,1.000000,3.000000,0.000000,0.000000
4807,0,"WORLD\EXPANSION02\DOODADS\LAKEWINTERGRASP\BUSHES\WINTERGRASP_BUSH_04.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.387210,5.023940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4808,0,"WORLD\EXPANSION04\DOODADS\VALEOFETERNALBLOSSOMS\TREES\VEB_SAPLING02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.511985,5.296928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4809,0,"WORLD\EXPANSION04\DOODADS\VALLEYOFFOURWINDS\JUNGLESAPLING\VFW_JUNGLESAPLING02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.511985,5.296928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4810,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\GRAVESTONE\PA_GRAVESTONE_NOBASE_01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.692057,2.486526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4811,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\GRAVESTONE\PA_GRAVESTONE_NOBASE_02.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.611112,2.031280,0.000000,-0.368382,-0.401599,-0.053672,0.002799,0.082280,0.178643,1.000000,1.000000,0.000000,0.000000,0.000000
4812,0,"WORLD\EXPANSION04\DOODADS\PANDAREN\GRAVESTONE\PA_GRAVESTONE_NOBASE_03.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.692057,2.486526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4813,0,"CREATURE\SUPERZOMBIEARM\SUPERZOMBIEARM.M2",1,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2487,0.611112,2.031280,0.000000,-1.036634,-1.396668,0.021264,1.135983,1.262812,3.563578,1.000000,1.000000,0.000000,0.000000,0.000000
4816,0,"CREATURE\FLYINGBOOK\FLYINGBOOK_03.M2",0,1.000000,3,4,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,-0.240085,-0.383267,-0.244201,0.241521,0.374599,0.175734,1.000000,1.000000,0.000000,0.000000,0.000000
4817,0,"CREATURE\PANDARENFEMALEKID\PANDARENFEMALEKID.M2",0,1.000000,1,1,7.000000,6.000000,1.000000,0,0,0,4229,0.611112,2.031280,0.000000,-0.296382,-0.461681,-0.000092,0.265297,0.461439,1.475716,1.000000,1.000000,0.000000,0.000000,0.000000
4818,0,"WORLD\EXPANSION01\DOODADS\HELLFIREPENINSULA\SUPPLIES\HELLFIRESUPPLIES_04.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,8.304670,5.272711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4819,0,"WORLD\EXPANSION01\DOODADS\HELLFIREPENINSULA\SUPPLIES\HELLFIRESUPPLIES_05.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.579000,4.971000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4820,0,"WORLD\EXPANSION01\DOODADS\HELLFIREPENINSULA\SUPPLIES\HELLFIRESUPPLIES_06.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,5.113000,3.952396,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4821,12288,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_AMBERPIECE01.M2",2,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,1.430220,2.185127,0.000000,-0.765548,-0.892114,-1.556301,0.664672,0.887464,0.628827,1.000000,1.000000,0.000000,0.000000,0.000000
4822,0,"WORLD\EXPANSION02\DOODADS\GENERIC\ARGENTCRUSADE\BANNERS\TOURNAMENT_BANNER_HUMAN01.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000
4824,8227,"CREATURE\TOLBARADFLAMELEVIATHAN\TOLBARADFLAMELEVIATHAN_WEAPON_CANNONROLLED.M2",0,1.000000,3,4,18.000000,12.000000,1.000000,0,0,0,2951,0.611112,2.031279,0.000000,-1.541835,-1.526731,-2.665626,2.568049,1.526732,0.245750,1.000000,1.000000,2.000000,2.000000,-1.000000
