int,string,int,int,int,int,int,int,int,int,int,int,float,float,float,float,float,float,int
12666,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12667,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12668,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12669,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12670,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12671,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12672,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12673,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12674,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12675,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12676,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12677,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12678,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12679,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SWORD_2H_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.125714,-0.359381,-0.091639,1.125714,0.359381,0.091639,0
12681,"WORLD\EXPANSION04\DOODADS\TOWNLONG\MZ_SHAEFFECT09.MDX",0,0,0,0,0,0,0,0,0,0,-1.622548,-0.926560,-0.930493,0.541823,2.259929,7.093391,0
12682,"WORLD\EXPANSION04\DOODADS\YAKMEN\YAKMEN_TOTEMFIRE_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.833103,-4.288194,-0.669846,2.812031,2.394949,7.363112,0
12684,"WORLD\EXPANSION01\DOODADS\SILVERMYST\CRYSTALS\SILVERMYSTCRYSTALSMALL03_ORANGE.MDX",0,0,0,0,0,0,0,0,0,0,-1.197000,-1.899000,-1.304000,1.501000,1.825000,5.648000,0
12685,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_CENTERPIECE_SHA.MDX",0,0,0,0,0,0,0,0,0,0,-1.734708,-4.701614,-4.112609,1.734708,4.701614,10.078815,0
12686,"SPELLS\IMMOLATE_STATE_BASE_V2_SHA.MDX",0,0,0,0,0,0,0,0,0,0,-5.100040,-5.100040,-4.108180,5.100040,5.100040,4.725340,0
12687,"SPELLS\IMMOLATE_STATE_BASE_SHA.MDX",0,0,0,0,0,0,0,0,0,0,-1.235500,-0.998458,-0.650470,1.279190,1.036890,2.388620,0
12688,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BODYPARTS_PINCER.MDX",0,0,0,0,0,0,0,0,0,0,-0.483679,-0.608415,-0.099833,0.544486,0.282930,0.302340,0
12689,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BODYPARTS_LEG.MDX",0,0,0,0,0,0,0,0,0,0,-0.662866,-0.727286,-0.012923,0.515449,0.594971,0.284485,0
12692,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_BODYPARTS_HEAD.MDX",0,0,0,0,0,0,0,0,0,0,-0.252680,-0.283762,-0.022988,0.269928,0.222405,0.554068,0
12693,"WORLD\EXPANSION01\DOODADS\COILFANG\PASSIVEDOODADS\MUSHROOMS\ZANGARMUSHROOM06_BLUEGLOW.MDX",0,0,0,0,0,0,0,0,0,0,-1.423000,-2.339000,-2.097000,2.156000,2.348000,2.589000,0
12694,"WORLD\EXPANSION03\DOODADS\DEEPHOLM\MUSHROOMS\DEEPHOLM_MUSHROOMGROUP04.MDX",0,0,0,0,0,0,0,0,0,0,-5.137000,-5.204000,-3.341000,5.137000,5.070000,6.933000,0
12695,"WORLD\EXPANSION03\DOODADS\DEEPHOLM\MUSHROOMS\DEEPHOLM_MUSHROOMGROUP06.MDX",0,0,0,0,0,0,0,0,0,0,-5.137000,-5.204000,-3.341000,5.137000,5.070000,6.933000,0
12697,"SPELLS\SHA_VORTEX_WALL_01.MDX",0,0,31733,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12698,"WORLD\WMO\PANDARIA\GENERIC\YAKWASH\PA_YAKWASH.WMO",0,0,0,0,0,0,0,0,0,0,-16.228655,-19.531319,-3.391670,16.228651,19.531321,28.612215,0
12699,"WORLD\GENERIC\ORC\PASSIVE DOODADS\TAILORING\BOOTS\ORCBOOTS01.MDX",0,0,0,0,0,0,0,0,0,0,-0.260900,-0.340500,-0.001078,0.280000,0.371500,0.653700,0
12700,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_01RUINED.MDX",0,0,0,0,0,0,0,0,0,0,-0.741956,-1.787320,-0.131036,0.800603,2.170110,3.092620,0
12702,"WORLD\EXPANSION04\DOODADS\PANDAREN\STONE_FENCE\PA_STONE_RAIL_FENCE_POST.MDX",0,0,0,0,0,0,0,0,0,0,-0.607723,-0.625432,-0.780483,0.592269,0.625435,3.483960,0
12703,"WORLD\DUNGEON\GREATWALL\GREATWALL_DOOR_03.MDX",0,32644,0,32643,0,0,0,0,0,0,-0.546834,-3.618727,-0.206316,0.543403,3.626194,11.591298,0
12704,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_STILL.MDX",0,0,0,0,0,0,0,0,0,0,-0.879579,-1.710040,-0.012870,0.879315,1.710060,2.070240,0
12705,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_GRILL.MDX",0,0,0,0,0,0,0,0,0,0,-1.604180,-2.954760,-0.012870,1.762230,3.032500,4.279370,0
12706,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_OVEN.MDX",0,0,0,0,0,0,0,0,0,0,-1.647510,-2.946770,-0.062489,1.732940,2.816770,4.418520,0
12707,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_POT.MDX",0,0,0,0,0,0,0,0,0,0,-1.754420,-2.970950,-0.012870,1.639410,3.348930,4.792710,0
12708,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_STEAMER.MDX",0,0,0,0,0,0,0,0,0,0,-1.567730,-2.913880,-0.012870,1.508430,2.665430,4.646770,0
12709,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_WOK.MDX",0,0,0,0,0,0,0,0,0,0,-1.715760,-3.075630,-0.419744,1.621740,3.248420,4.060290,0
12710,"SPELLS\SPELL_GREAT_PANDARIANBANQUET_GENERIC.MDX",0,0,0,0,0,0,0,0,0,0,-1.574230,-3.533930,-0.012870,1.529830,3.339260,4.279490,0
12711,"SPELLS\SPELL_PANDARIANBANQUET_GENERIC.MDX",0,0,0,0,0,0,0,0,0,0,-1.658730,-3.345400,-0.012870,1.378170,2.775180,4.345730,0
12712,"SPELLS\SPELL_PANDARIANBANQUET_STILL.MDX",0,0,0,0,0,0,0,0,0,0,-0.879579,-1.710040,-0.012870,0.879315,1.710060,2.058220,0
12713,"SPELLS\SPELL_PANDARIANBANQUET_GRILL.MDX",0,0,0,0,0,0,0,0,0,0,-1.539030,-2.710640,-0.012870,1.677320,3.090690,4.375760,0
12714,"SPELLS\SPELL_PANDARIANBANQUET_OVEN.MDX",0,0,0,0,0,0,0,0,0,0,-1.910140,-2.765470,-0.012870,1.516260,2.649060,4.613260,0
12715,"SPELLS\SPELL_PANDARIANBANQUET_POT.MDX",0,0,0,0,0,0,0,0,0,0,-1.477280,-3.224870,-0.012870,1.318630,3.032200,4.356340,0
12716,"SPELLS\SPELL_PANDARIANBANQUET_STEAMER.MDX",0,0,0,0,0,0,0,0,0,0,-1.515070,-1.940120,-0.012870,1.882520,2.102190,4.390910,0
12717,"SPELLS\SPELL_PANDARIANBANQUET_WOK.MDX",0,0,0,0,0,0,0,0,0,0,-1.693440,-2.254170,-0.012870,1.606450,2.325490,4.236410,0
12718,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_LAMPPOST_STONE_OFF_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.948820,-1.618470,-0.393782,1.892110,1.828130,6.741360,0
12719,"WORLD\EXPANSION04\DOODADS\PANDAREN\PA_DIAS.MDX",0,0,0,0,0,0,0,0,0,0,-17.060101,-16.813601,-0.025422,16.391701,16.424400,1.088810,0
12720,"WORLD\GENERIC\PASSIVEDOODADS\DEATHSKELETONS\PANDARENMALEDEATHSKELETON.MDX",0,0,0,0,0,0,0,0,0,0,-2.561342,-1.083989,-0.094233,0.228176,2.059040,0.742821,0
12721,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_OPEN_03.MDX",0,0,0,0,0,0,0,0,0,0,-0.797914,-1.016560,-0.008815,0.816318,1.048950,0.303096,0
12722,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12723,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12724,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12725,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12726,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12727,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12728,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12729,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12730,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12731,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12732,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12733,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12734,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12735,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12736,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12737,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12738,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12739,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12740,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12741,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12742,"WORLD\EXPANSION02\DOODADS\GENERIC\SCOURGE\SC_CAULDRON_EMPTY.MDX",0,0,0,0,0,0,0,0,0,0,-2.282000,-2.301000,-0.058380,2.261000,2.280000,2.791000,0
12743,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12744,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12745,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12746,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12747,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12748,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12749,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12750,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12751,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12752,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12753,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12754,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12755,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12756,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12757,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12758,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12759,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12760,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12761,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12762,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12763,"WORLD\EXPANSION04\DOODADS\PANDAREN\PA_FOOD_TEA_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.537846,-0.570474,0.000000,0.641707,0.284335,0.613033,0
12764,"WORLD\EXPANSION04\DOODADS\PANDAREN\BANNER\PA_STANDARD_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.594271,-1.792960,-0.569524,0.629117,2.532120,7.454270,0
12765,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_RUINS_GROUNDTILE_BROKEN_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.895598,-0.753690,-0.178888,0.761087,0.972987,0.047789,0
12766,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_02BROKEN_PIECE02.MDX",0,0,0,0,0,0,0,0,0,0,-0.145530,-0.099355,0.000203,0.145530,0.099355,0.202158,0
12767,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_CREST.MDX",0,0,0,0,0,0,0,0,0,0,-0.000001,-5.504454,-8.183652,2.751924,5.178633,5.150383,0
12768,"WORLD\EXPANSION04\DOODADS\MOGU\ANCIENTMOGU_BURIAL_URN_03.MDX",0,0,0,0,0,0,0,0,0,0,-0.607222,-0.633983,-0.015031,0.643149,0.633983,1.805820,0
12769,"WORLD\EXPANSION04\DOODADS\MOGU\ANCIENTMOGU_BURIAL_URN_04.MDX",0,0,0,0,0,0,0,0,0,0,-0.758577,-0.768160,-0.016669,0.776758,0.768107,1.833450,0
12770,"WORLD\EXPANSION04\DOODADS\PANDAREN\CLOUDSERPENTEGG\PA_CLOUDSERPENT_EGG_BLACK.MDX",0,28990,0,0,0,0,28990,0,0,0,-0.542475,-0.526916,-0.001679,0.540303,0.549057,1.425869,0
12772,"WORLD\EXPANSION04\DOODADS\GENERIC\CLUB1HTORCHA_DOODAD.MDX",0,0,0,0,0,0,0,0,0,0,-0.154652,-0.435036,-0.440092,1.019980,0.450020,0.524554,0
12773,"WORLD\EXPANSION04\DOODADS\GENERIC\POLEARM2HBLADEDA_DOODAD.MDX",0,0,0,0,0,0,0,0,0,0,-0.955031,-0.033839,-0.138812,1.238030,0.047180,0.136605,0
12774,"WORLD\EXPANSION04\DOODADS\GENERIC\STAVE2HPANPROGB_DOODAD.MDX",0,0,0,0,0,0,0,0,0,0,-1.129250,-0.505574,-0.555721,1.281030,0.504035,0.453888,0
12775,"WORLD\EXPANSION04\DOODADS\PANDAREN\PA_FOOD_BAKEDFISH_01.MDX",0,0,0,0,0,0,0,0,0,0,-1.214190,-1.855320,-0.130691,1.169050,1.782540,2.637350,0
12776,"WORLD\BLACKROCKV2\PASSIVEDOODADS\BLACKROCKV2_CHAINS03.MDX",0,0,0,0,0,0,0,0,0,0,-3.728000,-0.196200,-0.001208,3.722000,0.189600,1.298000,0
12777,"WORLD\EXPANSION02\DOODADS\ULDUAR\UL_POWER_ORB02.MDX",0,0,0,0,0,0,0,0,0,0,-56.450001,-54.950001,-59.570000,56.520000,58.020000,53.389999,0
12778,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12779,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12780,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12781,"WORLD\EXPANSION04\DOODADS\PANDAREN\BRAZIER\PA_BRAZIER_01.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12784,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_SCROLL_WOODEN_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.247194,-0.223791,0.000401,0.209946,0.225178,0.953364,0
12785,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_RUBBLE_1.MDX",0,0,0,0,0,0,0,0,0,0,-0.828012,-1.772180,-0.054969,0.833987,1.822290,1.607420,0
12786,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_LIBRARY_CRATE_3.MDX",0,0,0,0,0,0,0,0,0,0,-4.884190,-6.998110,-4.174250,4.351360,7.122540,4.109020,0
12787,"WORLD\EXPANSION04\DOODADS\PANDAREN\SCROLL\PA_SCROLL_HUGE_09.MDX",0,0,0,0,0,0,0,0,0,0,-1.305920,-0.410093,0.000552,1.308520,1.468310,0.783193,0
12788,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_WOODEN_06.MDX",0,0,0,0,0,0,0,0,0,0,-0.629894,-1.067680,-0.013864,0.622580,1.072680,0.279463,0
12789,"WORLD\EXPANSION04\DOODADS\PANDAREN\BOOKS\PA_BOOK_OPEN_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.798513,-1.049790,-0.008815,0.815719,1.015710,0.303096,0
12790,"WORLD\EXPANSION04\DOODADS\PANDAREN\SCROLL\PA_SCROLL_HUGE_08.MDX",0,0,0,0,0,0,0,0,0,0,-1.239540,-0.415537,-0.004234,1.239200,1.076310,0.605570,0
12791,"SPELLS\MONK_SERPENTSTATUE_STATE_BASE.MDX",0,0,0,0,0,0,0,0,0,0,-4.363920,-3.131900,-2.304200,4.367900,3.131900,9.247600,0
12792,"WORLD\EXPANSION04\DOODADS\PANDAREN\POT\PA_POT_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.620778,-0.693248,-0.040536,0.620778,0.693248,1.052450,0
12793,"WORLD\GENERIC\GOBLIN\PASSIVEDOODADS\LOSTISLES\GOBLIN_KEG_GREEN_02.MDX",0,0,0,0,0,0,0,0,0,0,-4.855000,-3.319000,-0.100200,5.366000,3.145000,6.888000,0
12794,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_MAILBOX.MDX",0,0,0,0,0,0,0,0,0,0,-0.389868,-0.564001,0.001336,0.389868,0.442080,1.791148,0
12795,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_STATUE_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.741956,-0.835657,-0.131036,0.800603,0.772739,3.092620,0
12797,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_POT_6.MDX",0,0,0,0,0,0,0,0,0,0,-0.445519,-0.438751,0.000000,0.445519,0.438751,1.249187,0
12798,"WORLD\EXPANSION04\DOODADS\ARCHAEOLOGY\TRADESKILL_ARCHAEOLOGYFIND_MOGU_01.MDX",0,0,0,0,0,0,0,0,0,0,-0.618307,-0.616397,-0.595950,0.706934,0.713787,0.952796,0
12799,"WORLD\EXPANSION04\DOODADS\PANDAREN\SCROLL\PA_SCROLL_HUGE_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.398965,-0.448229,-0.019055,0.400144,0.415470,2.459680,0
12800,"WORLD\EXPANSION04\DOODADS\PANDAREN\SCROLL\PA_SCROLL_HUGE_06.MDX",0,0,0,0,0,0,0,0,0,0,-0.425488,-0.400089,-0.000309,0.446394,0.399020,2.614130,0
12801,"WORLD\EXPANSION04\DOODADS\PANDAREN\CRATE\PA_CRATE_04_LID.MDX",0,0,0,0,0,0,0,0,0,0,-0.592779,-0.555229,0.000070,0.595494,0.555882,0.216749,0
12802,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_ANCIENT_LIGHT_SCONCE.MDX",0,0,0,0,0,0,0,0,0,0,-8.343600,-10.478600,-10.473600,12.595400,10.460400,10.465500,0
12803,"WORLD\EXPANSION04\DOODADS\PANDAREN\CRATE\PA_CRATE_06_OPENED.MDX",0,0,0,0,0,0,0,0,0,0,-0.710331,-0.675994,-0.014359,0.662781,0.682342,0.952741,0
12804,"WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_BANNER_ALLIANCE_02.MDX",0,0,0,0,0,0,0,0,0,0,-0.052818,-1.128920,-2.132240,0.623909,1.114150,1.249840,0
12805,"WORLD\EXPANSION04\DOODADS\MOGU\MOGU_BENCH.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12806,"WORLD\EXPANSION04\DOODADS\MANTID\MANTID_SLEEPINGPERCH_01.MDX",0,0,0,0,0,0,0,0,0,0,-2.538108,-2.546781,-0.005516,2.226403,2.564588,7.263219,0
12807,"WORLD\GENERIC\ACTIVEDOODADS\SPELLPORTALS\MAGEPORTAL_OGRIMMAR2.MDX",0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
12808,"WORLD\EXPANSION04\DOODADS\ENGINEERING\TRADESKILL_ENGINEERING_ANVIL.MDX",0,0,0,0,0,0,0,0,0,0,-0.781799,-0.751017,-0.186514,0.744610,0.711321,2.059180,0
